A,B,V
26,268,1.0
26,280,1.0
26,296,1.0
26,308,1.0
26,315,1.0
26,387,1.0
26,409,1.0
26,430,1.0
26,447,1.0
26,454,1.0
26,459,1.0
26,472,1.0
26,478,1.0
26,479,1.0
26,498,1.0
26,535,1.0
26,536,1.0
26,539,1.0
26,541,1.0
27,27,1.0
27,28,1.0
27,33,1.0
27,102,1.0
27,124,1.0
27,152,1.0
27,197,1.0
27,300,1.0
27,330,1.0
27,344,1.0
27,407,1.0
27,409,1.0
27,533,1.0
28,27,1.0
28,28,1.0
28,152,1.0
29,16,1.0
29,29,1.0
29,33,1.0
29,47,1.0
29,48,1.0
29,49,1.0
29,50,1.0
29,58,1.0
29,75,1.0
29,76,1.0
29,81,1.0
29,82,1.0
29,89,1.0
29,95,1.0
29,98,1.0
29,107,1.0
29,109,1.0
29,111,1.0
29,112,1.0
29,117,1.0
29,124,1.0
29,143,1.0
29,148,1.0
29,151,1.0
29,152,1.0
29,161,1.0
29,163,1.0
29,165,1.0
29,169,1.0
29,170,1.0
29,195,1.0
29,196,1.0
29,204,1.0
29,231,1.0
29,250,1.0
29,254,1.0
29,255,1.0
29,270,1.0
29,280,1.0
29,296,1.0
29,307,1.0
29,308,1.0
29,310,1.0
29,315,1.0
29,316,1.0
29,325,1.0
29,327,1.0
29,329,1.0
29,341,1.0
29,344,1.0
29,345,1.0
29,351,1.0
29,374,1.0
29,378,1.0
29,388,1.0
29,389,1.0
29,392,1.0
29,393,1.0
29,397,1.0
29,400,1.0
29,407,1.0
29,411,1.0
29,414,1.0
29,415,1.0
29,424,1.0
29,440,1.0
29,442,1.0
29,448,1.0
29,450,1.0
29,455,1.0
29,459,1.0
29,468,1.0
29,470,1.0
29,472,1.0
29,474,1.0
29,478,1.0
29,480,1.0
29,483,1.0
29,494,1.0
29,498,1.0
29,502,1.0
29,506,1.0
29,509,1.0
29,520,1.0
29,523,1.0
29,527,1.0
29,529,1.0
29,538,1.0
29,541,1.0
30,30,1.0
31,31,1.0
32,32,1.0
33,16,1.0
33,27,1.0
33,29,1.0
33,33,1.0
33,124,1.0
33,152,1.0
33,344,1.0
33,407,1.0
34,34,1.0
35,35,1.0
36,36,1.0
37,7,1.0
37,18,1.0
37,37,1.0
37,91,1.0
37,92,1.0
37,126,1.0
37,133,1.0
37,146,1.0
37,179,1.0
37,205,1.0
37,249,1.0
37,264,1.0
37,317,1.0
37,320,1.0
37,331,1.0
37,348,1.0
37,356,1.0
37,373,1.0
37,384,1.0
37,392,1.0
37,452,1.0
37,514,1.0
37,530,1.0
37,533,1.0
38,24,1.0
38,38,1.0
38,91,1.0
38,126,1.0
38,133,1.0
38,146,1.0
38,249,1.0
38,264,1.0
38,356,1.0
38,373,1.0
38,392,1.0
38,480,1.0
38,533,1.0
39,39,1.0
40,40,1.0
40,124,1.0
40,139,1.0
40,152,1.0
40,302,1.0
40,330,1.0
40,344,1.0
40,403,1.0
40,450,1.0
40,469,1.0
40,502,1.0
40,533,1.0
41,41,1.0
42,42,1.0
43,43,1.0
44,44,1.0
45,45,1.0
46,46,1.0
47,16,1.0
47,29,1.0
47,47,1.0
47,308,1.0
47,329,1.0
47,424,1.0
47,455,1.0
47,459,1.0
47,472,1.0
47,478,1.0
47,541,1.0
48,16,1.0
48,29,1.0
48,48,1.0
48,89,1.0
48,124,1.0
48,143,1.0
48,152,1.0
48,170,1.0
48,196,1.0
48,308,1.0
48,315,1.0
48,344,1.0
48,378,1.0
48,389,1.0
48,400,1.0
48,407,1.0
48,414,1.0
48,424,1.0
48,472,1.0
48,506,1.0
48,529,1.0
49,16,1.0
49,29,1.0
49,49,1.0
49,98,1.0
49,124,1.0
49,143,1.0
49,152,1.0
49,307,1.0
49,315,1.0
49,341,1.0
49,378,1.0
49,400,1.0
49,407,1.0
49,440,1.0
49,450,1.0
49,468,1.0
49,478,1.0
49,480,1.0
49,494,1.0
49,523,1.0
49,527,1.0
50,16,1.0
50,29,1.0
50,50,1.0
51,51,1.0
51,124,1.0
51,222,1.0
51,302,1.0
51,400,1.0
51,440,1.0
51,533,1.0
52,52,1.0
52,89,1.0
52,102,1.0
52,113,1.0
52,124,1.0
52,143,1.0
52,152,1.0
52,170,1.0
52,172,1.0
52,186,1.0
52,187,1.0
52,196,1.0
52,197,1.0
52,207,1.0
52,253,1.0
52,268,1.0
52,300,1.0
52,308,1.0
52,315,1.0
52,330,1.0
52,338,1.0
52,344,1.0
52,363,1.0
52,378,1.0
52,389,1.0
52,400,1.0
52,403,1.0
52,407,1.0
52,409,1.0
52,410,1.0
52,414,1.0
52,416,1.0
52,424,1.0
52,426,1.0
52,428,1.0
52,446,1.0
52,472,1.0
52,479,1.0
52,506,1.0
52,529,1.0
52,532,1.0
52,533,1.0
53,53,1.0
53,152,1.0
53,160,1.0
53,302,1.0
53,400,1.0
54,54,1.0
55,55,1.0
56,56,1.0
56,91,1.0
56,92,1.0
56,126,1.0
56,133,1.0
56,146,1.0
56,157,1.0
56,179,1.0
56,205,1.0
56,213,1.0
56,249,1.0
56,264,1.0
56,317,1.0
56,320,1.0
56,331,1.0
56,347,1.0
56,348,1.0
56,356,1.0
56,373,1.0
56,384,1.0
56,392,1.0
56,445,1.0
56,452,1.0
56,480,1.0
56,514,1.0
56,530,1.0
56,533,1.0
57,57,1.0
58,16,1.0
58,29,1.0
58,58,1.0
58,75,1.0
58,76,1.0
58,81,1.0
58,82,1.0
58,89,1.0
58,95,1.0
58,98,1.0
58,107,1.0
58,109,1.0
58,111,1.0
58,112,1.0
58,117,1.0
58,124,1.0
58,143,1.0
58,148,1.0
58,151,1.0
58,152,1.0
58,161,1.0
58,163,1.0
58,165,1.0
58,169,1.0
58,170,1.0
58,195,1.0
58,196,1.0
58,204,1.0
58,231,1.0
58,250,1.0
58,254,1.0
58,255,1.0
58,270,1.0
58,280,1.0
58,296,1.0
58,307,1.0
58,308,1.0
58,310,1.0
58,315,1.0
58,316,1.0
58,325,1.0
58,327,1.0
58,329,1.0
58,341,1.0
58,344,1.0
58,345,1.0
58,351,1.0
58,374,1.0
58,378,1.0
58,388,1.0
58,389,1.0
58,392,1.0
58,393,1.0
58,397,1.0
58,400,1.0
58,407,1.0
58,411,1.0
58,414,1.0
58,415,1.0
58,424,1.0
58,440,1.0
58,442,1.0
58,448,1.0
58,450,1.0
58,455,1.0
58,459,1.0
58,468,1.0
58,470,1.0
58,472,1.0
58,474,1.0
58,478,1.0
58,480,1.0
58,483,1.0
58,494,1.0
58,498,1.0
58,502,1.0
58,506,1.0
58,509,1.0
58,520,1.0
58,523,1.0
58,527,1.0
58,529,1.0
58,538,1.0
58,541,1.0
59,0,1.0
59,17,1.0
59,24,1.0
59,59,1.0
59,139,1.0
59,152,1.0
59,450,1.0
59,539,1.0
60,60,1.0
61,61,1.0
62,62,1.0
63,63,1.0
64,64,1.0
65,65,1.0
66,66,1.0
67,67,1.0
68,68,1.0
69,69,1.0
70,70,1.0
71,71,1.0
71,124,1.0
71,222,1.0
71,296,1.0
71,300,1.0
71,302,1.0
71,329,1.0
71,344,1.0
71,389,1.0
71,400,1.0
71,440,1.0
71,459,1.0
71,533,1.0
71,541,1.0
72,72,1.0
73,73,1.0
73,139,1.0
73,160,1.0
73,167,1.0
73,230,1.0
73,338,1.0
73,424,1.0
73,539,1.0
74,74,1.0
75,16,1.0
75,29,1.0
75,58,1.0
75,75,1.0
75,76,1.0
75,81,1.0
75,82,1.0
75,89,1.0
75,95,1.0
75,98,1.0
75,107,1.0
75,109,1.0
75,111,1.0
75,112,1.0
75,117,1.0
75,124,1.0
75,143,1.0
75,148,1.0
75,151,1.0
75,152,1.0
75,161,1.0
75,163,1.0
75,165,1.0
75,169,1.0
75,170,1.0
75,195,1.0
75,196,1.0
75,204,1.0
75,231,1.0
75,250,1.0
75,254,1.0
75,255,1.0
75,270,1.0
75,280,1.0
75,296,1.0
75,307,1.0
75,308,1.0
75,310,1.0
75,315,1.0
75,316,1.0
75,325,1.0
75,327,1.0
75,329,1.0
75,341,1.0
75,344,1.0
75,345,1.0
75,351,1.0
75,374,1.0
75,378,1.0
75,388,1.0
75,389,1.0
75,392,1.0
75,393,1.0
75,397,1.0
75,400,1.0
75,407,1.0
75,411,1.0
75,414,1.0
75,415,1.0
75,424,1.0
75,440,1.0
75,442,1.0
75,448,1.0
75,450,1.0
75,455,1.0
75,459,1.0
75,468,1.0
75,470,1.0
75,472,1.0
75,474,1.0
75,478,1.0
75,480,1.0
75,483,1.0
75,494,1.0
75,498,1.0
75,502,1.0
75,506,1.0
75,509,1.0
75,520,1.0
75,523,1.0
75,527,1.0
75,529,1.0
75,538,1.0
75,541,1.0
76,16,1.0
76,29,1.0
76,58,1.0
76,75,1.0
76,76,1.0
76,81,1.0
76,82,1.0
76,89,1.0
76,95,1.0
76,98,1.0
76,107,1.0
76,109,1.0
76,111,1.0
76,112,1.0
76,117,1.0
76,124,1.0
76,143,1.0
76,148,1.0
76,151,1.0
76,152,1.0
76,161,1.0
76,163,1.0
76,165,1.0
76,169,1.0
76,170,1.0
76,195,1.0
76,196,1.0
76,204,1.0
76,231,1.0
76,250,1.0
76,254,1.0
76,255,1.0
76,270,1.0
76,280,1.0
76,296,1.0
76,307,1.0
76,308,1.0
76,310,1.0
76,315,1.0
76,316,1.0
76,325,1.0
76,327,1.0
76,329,1.0
76,341,1.0
76,344,1.0
76,345,1.0
76,351,1.0
76,374,1.0
76,378,1.0
76,388,1.0
76,389,1.0
76,392,1.0
76,393,1.0
76,397,1.0
76,400,1.0
76,407,1.0
76,411,1.0
76,414,1.0
76,415,1.0
76,424,1.0
76,440,1.0
76,442,1.0
76,448,1.0
76,450,1.0
76,455,1.0
76,459,1.0
76,468,1.0
76,470,1.0
76,472,1.0
76,474,1.0
76,478,1.0
76,480,1.0
76,483,1.0
76,494,1.0
76,498,1.0
76,502,1.0
76,506,1.0
76,509,1.0
76,520,1.0
76,523,1.0
76,527,1.0
76,529,1.0
76,538,1.0
76,541,1.0
77,26,1.0
77,77,1.0
77,100,1.0
77,139,1.0
77,175,1.0
77,180,1.0
77,192,1.0
77,268,1.0
77,308,1.0
77,387,1.0
77,430,1.0
77,447,1.0
77,454,1.0
77,459,1.0
77,472,1.0
77,478,1.0
77,479,1.0
77,536,1.0
77,539,1.0
77,541,1.0
78,78,1.0
79,79,1.0
80,80,1.0
81,16,1.0
81,29,1.0
81,58,1.0
81,75,1.0
81,76,1.0
81,81,1.0
81,82,1.0
81,89,1.0
81,95,1.0
81,98,1.0
81,107,1.0
81,109,1.0
81,111,1.0
81,112,1.0
81,117,1.0
81,124,1.0
81,143,1.0
81,148,1.0
81,151,1.0
81,152,1.0
81,161,1.0
81,163,1.0
81,165,1.0
81,169,1.0
81,170,1.0
81,195,1.0
81,196,1.0
81,204,1.0
81,231,1.0
81,250,1.0
81,254,1.0
81,255,1.0
81,270,1.0
81,280,1.0
81,296,1.0
81,307,1.0
81,308,1.0
81,310,1.0
81,315,1.0
81,316,1.0
81,325,1.0
81,327,1.0
81,329,1.0
81,341,1.0
81,344,1.0
81,345,1.0
81,351,1.0
81,374,1.0
81,378,1.0
81,388,1.0
81,389,1.0
81,392,1.0
81,393,1.0
81,397,1.0
81,400,1.0
81,407,1.0
81,411,1.0
81,414,1.0
81,415,1.0
81,424,1.0
81,440,1.0
81,442,1.0
81,448,1.0
81,450,1.0
81,455,1.0
81,459,1.0
81,468,1.0
81,470,1.0
81,472,1.0
81,474,1.0
81,478,1.0
81,480,1.0
81,483,1.0
81,494,1.0
81,498,1.0
81,502,1.0
81,506,1.0
81,509,1.0
81,520,1.0
81,523,1.0
81,527,1.0
81,529,1.0
81,538,1.0
81,541,1.0
82,16,1.0
82,29,1.0
82,58,1.0
82,75,1.0
82,76,1.0
82,81,1.0
82,82,1.0
82,89,1.0
82,95,1.0
82,98,1.0
82,107,1.0
82,109,1.0
82,111,1.0
82,112,1.0
82,117,1.0
82,124,1.0
82,143,1.0
82,148,1.0
82,151,1.0
82,152,1.0
82,161,1.0
82,163,1.0
82,165,1.0
82,169,1.0
82,170,1.0
82,195,1.0
82,196,1.0
82,204,1.0
82,231,1.0
82,250,1.0
82,254,1.0
82,255,1.0
82,270,1.0
82,280,1.0
82,296,1.0
82,307,1.0
82,308,1.0
82,310,1.0
82,315,1.0
82,316,1.0
82,325,1.0
82,327,1.0
82,329,1.0
82,341,1.0
82,344,1.0
82,345,1.0
82,351,1.0
82,374,1.0
82,378,1.0
82,388,1.0
82,389,1.0
82,392,1.0
82,393,1.0
82,397,1.0
82,400,1.0
82,407,1.0
82,411,1.0
82,414,1.0
82,415,1.0
82,424,1.0
82,440,1.0
82,442,1.0
82,448,1.0
82,450,1.0
82,455,1.0
82,459,1.0
82,468,1.0
82,470,1.0
82,472,1.0
82,474,1.0
82,478,1.0
82,480,1.0
82,483,1.0
82,494,1.0
82,498,1.0
82,502,1.0
82,506,1.0
82,509,1.0
82,520,1.0
82,523,1.0
82,527,1.0
82,529,1.0
82,538,1.0
82,541,1.0
83,83,1.0
84,84,1.0
85,24,1.0
85,85,1.0
85,541,1.0
86,86,1.0
86,175,1.0
86,387,1.0
86,498,1.0
86,517,1.0
86,541,1.0
87,87,1.0
88,24,1.0
88,88,1.0
88,90,1.0
88,91,1.0
88,95,1.0
88,99,1.0
88,103,1.0
88,106,1.0
88,126,1.0
88,129,1.0
88,130,1.0
88,133,1.0
88,139,1.0
88,146,1.0
88,152,1.0
88,171,1.0
88,183,1.0
88,221,1.0
88,232,1.0
88,249,1.0
88,262,1.0
88,264,1.0
88,271,1.0
88,281,1.0
88,332,1.0
88,343,1.0
88,346,1.0
88,356,1.0
88,373,1.0
88,375,1.0
88,392,1.0
88,400,1.0
88,410,1.0
88,424,1.0
88,434,1.0
88,436,1.0
88,450,1.0
88,466,1.0
88,480,1.0
88,482,1.0
88,483,1.0
88,509,1.0
88,533,1.0
88,539,1.0
88,541,1.0
89,6,1.0
89,16,1.0
89,29,1.0
89,48,1.0
89,52,1.0
89,58,1.0
89,75,1.0
89,76,1.0
89,81,1.0
89,82,1.0
89,89,1.0
89,124,1.0
89,152,1.0
89,400,1.0
89,407,1.0
90,24,1.0
90,88,1.0
90,90,1.0
90,139,1.0
90,152,1.0
90,343,1.0
90,400,1.0
91,7,1.0
91,17,1.0
91,18,1.0
91,24,1.0
91,37,1.0
91,38,1.0
91,56,1.0
91,88,1.0
91,91,1.0
92,7,1.0
92,15,1.0
92,18,1.0
92,37,1.0
92,56,1.0
92,92,1.0
93,93,1.0
94,94,1.0
95,16,1.0
95,17,1.0
95,24,1.0
95,29,1.0
95,58,1.0
95,75,1.0
95,76,1.0
95,81,1.0
95,82,1.0
95,88,1.0
95,95,1.0
95,152,1.0
96,96,1.0
97,97,1.0
98,16,1.0
98,26,1.0
98,29,1.0
98,49,1.0
98,58,1.0
98,75,1.0
98,76,1.0
98,81,1.0
98,82,1.0
98,98,1.0
98,124,1.0
99,24,1.0
99,88,1.0
99,99,1.0
99,103,1.0
99,106,1.0
99,126,1.0
99,129,1.0
99,130,1.0
99,133,1.0
99,139,1.0
99,146,1.0
99,152,1.0
99,171,1.0
99,183,1.0
99,221,1.0
99,232,1.0
99,249,1.0
99,262,1.0
99,264,1.0
99,271,1.0
99,281,1.0
99,332,1.0
99,343,1.0
99,346,1.0
99,356,1.0
99,373,1.0
99,375,1.0
99,392,1.0
99,400,1.0
99,410,1.0
99,424,1.0
99,434,1.0
99,436,1.0
99,450,1.0
99,466,1.0
99,480,1.0
99,482,1.0
99,483,1.0
99,509,1.0
99,533,1.0
99,539,1.0
99,541,1.0
100,26,1.0
100,77,1.0
100,100,1.0
100,139,1.0
100,175,1.0
100,180,1.0
100,192,1.0
100,268,1.0
100,308,1.0
100,387,1.0
100,430,1.0
100,447,1.0
100,454,1.0
100,459,1.0
100,472,1.0
100,478,1.0
100,479,1.0
100,536,1.0
100,539,1.0
100,541,1.0
101,101,1.0
102,27,1.0
102,52,1.0
102,102,1.0
103,24,1.0
103,88,1.0
103,99,1.0
103,103,1.0
103,424,1.0
104,104,1.0
105,105,1.0
106,17,1.0
106,24,1.0
106,88,1.0
106,99,1.0
106,106,1.0
106,139,1.0
106,152,1.0
106,262,1.0
106,424,1.0
106,450,1.0
106,539,1.0
107,16,1.0
107,29,1.0
107,58,1.0
107,75,1.0
107,76,1.0
107,81,1.0
107,82,1.0
107,107,1.0
107,109,1.0
107,111,1.0
107,112,1.0
107,117,1.0
107,124,1.0
107,143,1.0
107,148,1.0
107,151,1.0
107,152,1.0
107,161,1.0
107,163,1.0
107,165,1.0
107,169,1.0
107,170,1.0
107,195,1.0
107,196,1.0
107,204,1.0
107,231,1.0
107,250,1.0
107,254,1.0
107,255,1.0
107,270,1.0
107,280,1.0
107,296,1.0
107,307,1.0
107,308,1.0
107,310,1.0
107,315,1.0
107,316,1.0
107,325,1.0
107,327,1.0
107,329,1.0
107,341,1.0
107,344,1.0
107,345,1.0
107,351,1.0
107,374,1.0
107,378,1.0
107,388,1.0
107,389,1.0
107,392,1.0
107,393,1.0
107,397,1.0
107,400,1.0
107,407,1.0
107,411,1.0
107,414,1.0
107,415,1.0
107,424,1.0
107,440,1.0
107,442,1.0
107,448,1.0
107,450,1.0
107,455,1.0
107,459,1.0
107,468,1.0
107,470,1.0
107,472,1.0
107,474,1.0
107,478,1.0
107,480,1.0
107,483,1.0
107,494,1.0
107,498,1.0
107,502,1.0
107,506,1.0
107,509,1.0
107,520,1.0
107,523,1.0
107,527,1.0
107,529,1.0
107,538,1.0
107,541,1.0
108,108,1.0
109,16,1.0
109,29,1.0
109,58,1.0
109,75,1.0
109,76,1.0
109,81,1.0
109,82,1.0
109,107,1.0
109,109,1.0
109,111,1.0
109,112,1.0
109,117,1.0
109,124,1.0
109,143,1.0
109,148,1.0
109,151,1.0
109,152,1.0
109,161,1.0
109,163,1.0
109,165,1.0
109,169,1.0
109,170,1.0
109,195,1.0
109,196,1.0
109,204,1.0
109,231,1.0
109,250,1.0
109,254,1.0
109,255,1.0
109,270,1.0
109,280,1.0
109,296,1.0
109,307,1.0
109,308,1.0
109,310,1.0
109,315,1.0
109,316,1.0
109,325,1.0
109,327,1.0
109,329,1.0
109,341,1.0
109,344,1.0
109,345,1.0
109,351,1.0
109,374,1.0
109,378,1.0
109,388,1.0
109,389,1.0
109,392,1.0
109,393,1.0
109,397,1.0
109,400,1.0
109,407,1.0
109,411,1.0
109,414,1.0
109,415,1.0
109,424,1.0
109,440,1.0
109,442,1.0
109,448,1.0
109,450,1.0
109,455,1.0
109,459,1.0
109,468,1.0
109,470,1.0
109,472,1.0
109,474,1.0
109,478,1.0
109,480,1.0
109,483,1.0
109,494,1.0
109,498,1.0
109,502,1.0
109,506,1.0
109,509,1.0
109,520,1.0
109,523,1.0
109,527,1.0
109,529,1.0
109,538,1.0
109,541,1.0
110,110,1.0
111,16,1.0
111,29,1.0
111,58,1.0
111,75,1.0
111,76,1.0
111,81,1.0
111,82,1.0
111,107,1.0
111,109,1.0
111,111,1.0
111,112,1.0
111,117,1.0
111,124,1.0
111,143,1.0
111,148,1.0
111,151,1.0
111,152,1.0
111,161,1.0
111,163,1.0
111,165,1.0
111,169,1.0
111,170,1.0
111,195,1.0
111,196,1.0
111,204,1.0
111,231,1.0
111,250,1.0
111,254,1.0
111,255,1.0
111,270,1.0
111,280,1.0
111,296,1.0
111,307,1.0
111,308,1.0
111,310,1.0
111,315,1.0
111,316,1.0
111,325,1.0
111,327,1.0
111,329,1.0
111,341,1.0
111,344,1.0
111,345,1.0
111,351,1.0
111,374,1.0
111,378,1.0
111,388,1.0
111,389,1.0
111,392,1.0
111,393,1.0
111,397,1.0
111,400,1.0
111,407,1.0
111,411,1.0
111,414,1.0
111,415,1.0
111,424,1.0
111,440,1.0
111,442,1.0
111,448,1.0
111,450,1.0
111,455,1.0
111,459,1.0
111,468,1.0
111,470,1.0
111,472,1.0
111,474,1.0
111,478,1.0
111,480,1.0
111,483,1.0
111,494,1.0
111,498,1.0
111,502,1.0
111,506,1.0
111,509,1.0
111,520,1.0
111,523,1.0
111,527,1.0
111,529,1.0
111,538,1.0
111,541,1.0
112,16,1.0
112,29,1.0
112,58,1.0
112,75,1.0
112,76,1.0
112,81,1.0
112,82,1.0
112,107,1.0
112,109,1.0
112,111,1.0
112,112,1.0
112,117,1.0
112,124,1.0
112,143,1.0
112,148,1.0
112,151,1.0
112,152,1.0
112,161,1.0
112,163,1.0
112,165,1.0
112,169,1.0
112,170,1.0
112,195,1.0
112,196,1.0
112,204,1.0
112,231,1.0
112,250,1.0
112,254,1.0
112,255,1.0
112,270,1.0
112,280,1.0
112,296,1.0
112,307,1.0
112,308,1.0
112,310,1.0
112,315,1.0
112,316,1.0
112,325,1.0
112,327,1.0
112,329,1.0
112,341,1.0
112,344,1.0
112,345,1.0
112,351,1.0
112,374,1.0
112,378,1.0
112,388,1.0
112,389,1.0
112,392,1.0
112,393,1.0
112,397,1.0
112,400,1.0
112,407,1.0
112,411,1.0
112,414,1.0
112,415,1.0
112,424,1.0
112,440,1.0
112,442,1.0
112,448,1.0
112,450,1.0
112,455,1.0
112,459,1.0
112,468,1.0
112,470,1.0
112,472,1.0
112,474,1.0
112,478,1.0
112,480,1.0
112,483,1.0
112,494,1.0
112,498,1.0
112,502,1.0
112,506,1.0
112,509,1.0
112,520,1.0
112,523,1.0
112,527,1.0
112,529,1.0
112,538,1.0
112,541,1.0
113,52,1.0
113,113,1.0
113,124,1.0
113,143,1.0
113,152,1.0
113,170,1.0
113,172,1.0
113,186,1.0
113,187,1.0
113,196,1.0
113,197,1.0
113,207,1.0
113,253,1.0
113,268,1.0
113,300,1.0
113,308,1.0
113,315,1.0
113,330,1.0
113,338,1.0
113,344,1.0
113,363,1.0
113,378,1.0
113,389,1.0
113,400,1.0
113,403,1.0
113,407,1.0
113,409,1.0
113,410,1.0
113,414,1.0
113,416,1.0
113,424,1.0
113,426,1.0
113,428,1.0
113,446,1.0
113,472,1.0
113,479,1.0
113,506,1.0
113,529,1.0
113,532,1.0
113,533,1.0
114,114,1.0
115,115,1.0
115,124,1.0
115,139,1.0
115,152,1.0
115,160,1.0
115,197,1.0
115,251,1.0
115,262,1.0
115,300,1.0
115,302,1.0
115,307,1.0
115,329,1.0
115,330,1.0
115,344,1.0
115,407,1.0
115,409,1.0
115,429,1.0
115,450,1.0
115,459,1.0
115,463,1.0
115,533,1.0
116,116,1.0
117,16,1.0
117,29,1.0
117,58,1.0
117,75,1.0
117,76,1.0
117,81,1.0
117,82,1.0
117,107,1.0
117,109,1.0
117,111,1.0
117,112,1.0
117,117,1.0
117,124,1.0
117,143,1.0
117,148,1.0
117,151,1.0
117,152,1.0
117,161,1.0
117,163,1.0
117,165,1.0
117,169,1.0
117,170,1.0
117,195,1.0
117,196,1.0
117,204,1.0
117,231,1.0
117,250,1.0
117,254,1.0
117,255,1.0
117,270,1.0
117,280,1.0
117,296,1.0
117,307,1.0
117,308,1.0
117,310,1.0
117,315,1.0
117,316,1.0
117,325,1.0
117,327,1.0
117,329,1.0
117,341,1.0
117,344,1.0
